15.9756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0357855	-0.000489885	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
-0.296307	0.568851	-0.114519	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
0.0283151	-0.0509444	0.00612452	0.00215738	0	0	0	0	0	0	0	0	0	0	0	0	
0.00139077	0.029882	-0.00241693	-0.00179019	-0.0113715	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
-0.00193057	-0.0153713	-0.0117668	0.0382694	0.0215893	-0.0441958	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
0.00171158	-0.0192777	-0.0186753	0.0401042	0.0160423	-0.0238408	-0.0208584	-0	-0	-0	-0	-0	-0	-0	-0	-0	
0.0234979	-0.00513785	-0.0358546	0.024392	-0.00218939	-0.0320378	-8.21846e-05	0.01804	0	0	0	0	0	0	0	0	
0.00993817	-0.0100008	0.00714674	-0.0035542	-0.0110391	-0.00582764	-0.00557272	0.00647353	0.0142632	0	0	0	0	0	0	0	
0.269804	-0.0527099	-0.325097	0.240724	-0.142237	-0.215476	-0.0388957	0.208652	0.246843	-0.238719	-0	-0	-0	-0	-0	-0	
-0.0223656	0.00639239	0.0268631	-0.0224572	0.0110746	0.0175553	0.00574383	-0.0165295	-0.0202955	0.0180056	0.00211685	0	0	0	0	0	
0.218792	-0.514952	-0.172987	0.38763	0.00779134	0.659103	-0.404985	0.172368	0.230519	-0.164112	-0.360738	-0.369767	-0	-0	-0	-0	
-0.151483	0.265401	0.104305	-0.224746	0.0279156	-0.352927	0.217079	-0.0745118	-0.136182	0.103275	0.217511	0.209563	-0.0432197	-0	-0	-0	
-0.0167959	0.0320383	0.0135965	-0.0256044	0.000800778	-0.0443628	0.0235416	-0.0119848	-0.0161302	0.0151005	0.0245355	0.0255228	-0.00322773	0.0015283	0	0	
0.00415754	-0.0397634	-0.0177186	0.0206274	0.0133297	0.0478294	-0.0161294	0.0299868	0.0120506	-0.0222744	-0.0116593	-0.0238085	-0.0180406	-0.00794346	0.00966162	0	
-0.0143135	0.0277996	0.0202551	-0.0178254	-0.0100065	-0.0216428	0.00232048	-0.0146006	-0.000418614	0.0205016	0.00282575	0.00642996	0.00678759	0.0126403	-0.023638	0.0158995	
